street,paris,Charonne,rue Blanchard,48.8575643,2.4105311
street,paris,Charonne,place Marc Bloch,48.854398,2.401936
street,paris,Saint-Fargeau,rue du Borrégo,48.87321799999999,2.4009593
street,paris,Père Lachaise,rue du Cambodge,48.8660928,2.3982225
street,paris,Charonne,square des Cardeurs,48.85834939999999,2.4072505
street,paris,Charonne,avenue Cartellier,48.8635319,2.4140825
street,paris,Charonne,cité Champagne,48.8535139,2.4044962
street,paris,Charonne,rue Auguste Chapuis,48.8559931,2.4113464
street,paris,Saint-Fargeau,square Chauré,48.8672952,2.4064336
street,paris,Père Lachaise,voie CJ/20,,
street,paris,Charonne,rue du Clos,48.8575848,2.4073987
street,paris,Charonne,impasse des Crins,48.8539663,2.3990893
street,paris,Saint-Fargeau,rue Darcy,48.8704186,2.4054286
street,paris,Belleville,allée du Père Julien Dhuit,48.8725162,2.3864751
street,paris,Père Lachaise,voie DL/20,48.8681164,2.3964395
street,paris,Père Lachaise,rue Duris,48.86539699999999,2.3877369
street,paris,Charonne,rue Henri Duvernois,48.86310779999999,2.4112224
street,paris,Charonne,voie EN/20,48.8525023,2.4031934
street,paris,Saint-Fargeau,rue du Père Prosper-Enfantin,48.8652454,2.4075614
street,paris,Belleville,rue des Envierges,48.8722505,2.3875418
street,paris,Saint-Fargeau,voie EQ/20,,
street,paris,Belleville,rue de l'Est,48.8710033,2.3941161
street,paris,Saint-Fargeau,voie ET/20,48.871364,2.4016854
street,paris,Charonne,voie EV/20,,
street,paris,Père Lachaise,impasse Éveillard,48.8645832,2.4035034
street,paris,Saint-Fargeau,rue Saint-Fargeau,48.87170690000001,2.4039369
street,paris,Gros Caillou, Grenelle,carrefour du Général Jacques Pâris de Bollardière,carrefour du Général Jacques Pâris de Bollardière,
street,paris,Saint-Fargeau,rue du Capitaine Ferber,48.8663913,2.4063399
street,paris,Saint-Fargeau,rue des Fougères,48.87222329999999,2.4105764
street,paris,Saint-Fargeau,rue Léon Frapié,48.8737748,2.4116859
street,paris,Belleville,place Fréhel,48.873117,2.3817702
street,paris,Charonne,rue Cristino Garcia,48.849932,2.413719
street,paris,Saint-Fargeau,square Roland Garros,48.8679464,2.4082278
street,paris,Belleville,cité de Gênes,48.8706307,2.3832125
street,paris,Charonne,impasse Gros,48.8557617,2.4038802
street,paris,Charonne,rue Reynaldo Hahn,48.8501194,2.4121314
street,paris,Saint-Fargeau,impasse Haxo,48.86802489999999,2.4076152
